link,rest_name,rest_type,loc,dine_rating,dine_reviews,delivery_rating,delivery_reviews,cuisine,cost,Menu
https://www.zomato.com/pune/two-sticks-balewadi,"Two Sticks
                                    ",Casual Dining,Balewadi,4.4,-736,3.7,"-5,297","Japanese,Chinese,Thai,Asian,",Rs. 800,"Noodle, Wonton Soup, Ramen, Thukpa, Momos, Nasi Goreng, Chicken Satay"
https://www.zomato.com/pune/blue-box-biryani-balewadi,"Blue Box Biryani
                                    ",,Balewadi,3.7,(100 Reviews),,,"Mughlai,Biryani,",Rs. 400,
https://www.zomato.com/pune/bakers-basket-balewadi,"Baker's Basket
                                    ",,Balewadi,4.3,(0 Reviews),,,"Fast Food,Desserts,Bakery,",Rs. 400,
https://www.zomato.com/pune/reddys-restaurant-balewadi,"Reddy's Restaurant
                                    ",Quick Bites,Balewadi,3.9,-58,4,-414,"Biryani,Maharashtrian,Chinese,North Indian,",Rs. 400,Chicken Biryani
https://www.zomato.com/pune/famous-anda-bhurji-balewadi,"Famous Anda Bhurji
                                    ",Quick Bites,Balewadi,3.5,-20,4.2,-218,"North Indian,Fast Food,",Rs. 200,
https://www.zomato.com/pune/mothers-kitchen-balewadi,"Mother's Kitchen
                                    ",Casual Dining,Balewadi,3.7,-612,3.2,"-7,646","Mughlai,Chinese,North Indian,",Rs. 900,"Butter Chicken, Dal Makhani, Lassi, Tandoori Chicken, Thali, Naan, Paneer Tikka"
https://www.zomato.com/pune/cheesiaano-pizza-balewadi,"Cheesiaano Pizza
                                    ",Quick Bites,Balewadi,4,-700,3.6,"-5,262","Fast Food,Pizza,",Rs. 700,"Pasta, Cheesiano Pizza, Peri Peri Paneer Pizza, Cheesy Garlic Bread, Paneer Tikka, Veggie Pizza, Chocolava Cake"
https://www.zomato.com/pune/mothers-kitchen-balewadi,"Mother's Kitchen
                                    ",Casual Dining,Balewadi,3.7,-612,3.2,"-7,646","Mughlai,Chinese,North Indian,",Rs. 900,"Butter Chicken, Dal Makhani, Lassi, Tandoori Chicken, Thali, Naan, Paneer Tikka"
https://www.zomato.com/pune/chocolate-biclate-balewadi,"Chocolate Biclate
                                    ",Dessert Parlor,Balewadi,3.1,(9 Reviews),,,"Desserts,Bakery,",Rs. 300,
https://www.zomato.com/pune/the-wadapav-cafe-balewadi,"The Wadapav Cafe
                                    ",Quick Bites,Balewadi,2.7,-30,3.5,-319,"Beverages,Street Food,Fast Food,",Rs. 400,
https://www.zomato.com/pune/monginis-balewadi,"Monginis
                                    ","Bakery,Dessert Parlor",Balewadi,3.7,(471 Reviews),,,"Bakery,",Rs. 300,
https://www.zomato.com/pune/jay-malhar-1-balewadi,"Jay Malhar
                                    ",Quick Bites,Balewadi,3.5,-40,3.2,-802,"Maharashtrian,North Indian,",Rs. 400,
https://www.zomato.com/pune/area-78-balewadi,"Area 78
                                    ",Food Court,Balewadi,3.1,-34,3.8,-164,"Street Food,North Indian,",Rs. 200,
https://www.zomato.com/pune/pokket-cafe-balewadi,"Pokket Cafe
                                    ",Café,Balewadi,3.6,-11,3.4,-62,"Burger,Desserts,Fast Food,Italian,Pizza,",Rs. 450,
https://www.zomato.com/pune/kulfi-house-balewadi,"Kulfi House
                                    ",Dessert Parlor,Balewadi,3.9,-69,4.4,-240,"Desserts,Ice Cream,",Rs. 250,"Kulfi, Faluda, Chocolate Pani Puri, Custard Apple, Panipuri"
https://www.zomato.com/pune/udta-punjab-balewadi,"Udta Punjab
                                    ",Casual Dining,Balewadi,3.6,-172,3.4,-181,"Seafood,Mughlai,Chinese,North Indian,",Rs. 700,"Butter Chicken, Naan, Kadhai Paneer, Fish, Paneer Tikka Masala, Tandoori Chicken"
https://www.zomato.com/pune/kekiz-the-cake-shop-balewadi,"Kekiz The Cake Shop
                                    ",Dessert Parlor,Balewadi,3.5,-30,3.7,-190,"Desserts,Bakery,",Rs. 300,
https://www.zomato.com/pune/chulha-chauka-the-maharashtrian-way-balewadi,"Chulha Chauka - The Maharashtrian Way
                                    ",,Balewadi,,,,,"Maharashtrian,",Rs. 300,
https://www.zomato.com/pune/khatri-bandhu-pot-ice-cream-balewadi,"Khatri Bandhu Pot Ice Cream
                                    ",Dessert Parlor,Balewadi,3.5,-37,4,-215,"Beverages,Ice Cream,",Rs. 250,
https://www.zomato.com/pune/new-poona-bakery-cafe-balewadi,"New Poona Bakery Cafe
                                    ","Café,Bakery",Balewadi,2.2,(7 Reviews),,,"Fast Food,Bakery,Cafe,",Rs. 550,
https://www.zomato.com/pune/hotel-jogobala-chinese-balewadi,"Hotel Jogobala Chinese
                                    ",Quick Bites,Balewadi,3.3,-37,3.1,-185,"Chinese,",Rs. 300,
https://www.zomato.com/pune/mccafe-by-mcdonalds-balewadi,"McCafe by McDonald's
                                    ",,Balewadi,3.9,(80 Reviews),,,"Desserts,Beverages,Cafe,",Rs. 500,
https://www.zomato.com/pune/ws-bakers-balewadi,"WS Bakers
                                    ",Bakery,Balewadi,3.2,-13,4.2,-125,"Bakery,",Rs. 300,
https://www.zomato.com/pune/deewan-khana-balewadi,"Deewan Khana
                                    ",Casual Dining,Balewadi,4.1,-318,3.2,-299,"North Indian,Maharashtrian,Seafood,","Rs. 1,600","Mutton Thali, Non Veg Thali, Sol Kadhi, Chicken Keema, Sea Food, Sev Bhaji, Fish Curry"
https://www.zomato.com/pune/balas-kitchen-balewadi,"Bala's Kitchen
                                    ",,Balewadi,,,,,"Gujarati,South Indian,Chinese,Fast Food,",Rs. 300,
https://www.zomato.com/pune/taste-of-punjab-balewadi,"Taste Of Punjab
                                    ",Quick Bites,Balewadi,3.3,-54,3.1,"-1,377","Street Food,North Indian,",Rs. 350,
https://www.zomato.com/pune/oye-bc-balewadi,"Oye BC
                                    ",Quick Bites,Balewadi,3.9,(51 Reviews),,,"North Indian,",Rs. 250,"Chole Bhature, Dal Makhani, Paneer Kulcha"
https://www.zomato.com/pune/ribbons-balloons-balewadi,"Ribbons & Balloons
                                    ",Bakery,Balewadi,3,(10 Reviews),,,"Desserts,Bakery,",Rs. 350,
https://www.zomato.com/pune/super-meal-balewadi,"Super Meal
                                    ",,Balewadi,,,,,"Biryani,North Indian,",Rs. 300,
https://www.zomato.com/pune/super-meal-balewadi,"Super Meal
                                    ",,Balewadi,,,,,"Biryani,North Indian,",Rs. 300,
https://www.zomato.com/pune/gong-baner,"Gong
                                    ",Casual Dining,"Balewadi High Street, Baner",4.9,"-1,727",4.4,-602,"Sushi,Thai,Asian,","Rs. 1,700","Dumplings, Chocolate Dome, Cocktails, Ramen, Khao Suey, Sushi Platter, Pad Thai"
https://www.zomato.com/pune/swig-1-baner,"Swig
                                    ","Bar,Casual Dining","Balewadi High Street, Baner",3.9,(204 Reviews),,,"Italian,Continental,Finger Food,","Rs. 1,700","Garlic Chicken Tikka, Ramen, Cocktails"
https://www.zomato.com/pune/terttulia-bistro-baner,"Terttulia Bistro
                                    ","Casual Dining,Bar","Balewadi High Street, Baner",4.2,-890,3.9,-507,"Asian,Continental,Salad,Fast Food,Finger Food,European,","Rs. 1,700","Pizza, Cocktails, Sangria, Karari Roti, Pasta, Salad, Nachos"
https://www.zomato.com/pune/incognito-restaurant-bar-cafe-baner,"Incognito - Restaurant, Bar & Cafe
                                    ","Bar,Casual Dining","Balewadi High Street, Baner",4.5,"-2,130",4.1,"-1,497","Desserts,Continental,Asian,North Indian,Italian,European,","Rs. 1,500","Pasta, Pizza, Beer, Nachos, Mocktails, Cocktails, Burgers"
https://www.zomato.com/pune/la-pizzeria-baner,"La Pizzeria
                                    ","Casual Dining,Bar","Balewadi High Street, Baner",4.1,-639,3.9,-320,"Mexican,Italian,","Rs. 1,400","Pizza, Pasta, Loaded Nachos, Risotto, Coffee, Spaghetti, Hot Chocolate"
https://www.zomato.com/pune/nawab-asia-1-baner,"Nawab Asia
                                    ","Casual Dining,Bar","Balewadi High Street, Baner",4.3,"-1,332",4,"-1,897","Beverages,Desserts,Biryani,Mughlai,Chinese,North Indian,","Rs. 1,300","Butter Chicken, Dal Makhani, Tangdi Kulfi, Roti, Chicken Biryani, Mutton Biryani, Manchow Soup"
https://www.zomato.com/pune/apache-high-street-baner,"Apache High Street
                                    ","Bar,Pub","Balewadi High Street, Baner",4.3,"(3,665 Reviews)",,,"Salad,Continental,Finger Food,","Rs. 1,100","Beer, Nachos, Cocktails, Pasta, Long Island Iced Tea, Buffalo Wings, Chicken Shashlik"
https://www.zomato.com/pune/mcdonalds-baner,"McDonald's
                                    ",Quick Bites,"Balewadi High Street, Baner",4,-701,4.2,"-8,226","Fast Food,Burger,",Rs. 500,"Burgers, Coffee, Chicken Burger, Peri Peri Fries, Cappuccino, Oreo Shake, French Fries"
https://www.zomato.com/pune/starbucks-coffee-baner,"Starbucks Coffee
                                    ",Café,"Balewadi High Street, Baner",4.1,-264,4.2,"-1,077","Desserts,Tea,Coffee,Cafe,",Rs. 700,"Hot Chocolate, Blueberry Cheesecake, Red Velvet Cake, Hot Coffee, Brownie, Croissant, Cappuccino"
https://www.zomato.com/pune/gong-baner,"Gong
                                    ",Casual Dining,"Balewadi High Street, Baner",4.9,"-1,727",4.4,-602,"Sushi,Thai,Asian,","Rs. 1,700","Dumplings, Chocolate Dome, Cocktails, Ramen, Khao Suey, Sushi Platter, Pad Thai"
https://www.zomato.com/pune/incognito-restaurant-bar-cafe-baner,"Incognito - Restaurant, Bar & Cafe
                                    ","Bar,Casual Dining","Balewadi High Street, Baner",4.5,"-2,130",4.1,"-1,494","Desserts,Continental,Asian,North Indian,Italian,European,","Rs. 1,500","Pasta, Pizza, Beer, Nachos, Mocktails, Cocktails, Burgers"
https://www.zomato.com/pune/nawab-asia-1-baner,"Nawab Asia
                                    ","Casual Dining,Bar","Balewadi High Street, Baner",4.3,"-1,332",4,"-1,895","Beverages,Desserts,Biryani,Mughlai,Chinese,North Indian,","Rs. 1,300","Butter Chicken, Dal Makhani, Tangdi Kulfi, Roti, Chicken Biryani, Mutton Biryani, Manchow Soup"
https://www.zomato.com/pune/marrakesh-baner,"Marrakesh
                                    ",Casual Dining,"Balewadi High Street, Baner",3.8,-791,3.4,"-7,875","Biryani,Lebanese,Mughlai,North Indian,",Rs. 800,"Shawarma, Biryani, Chicken Shawarama, Tandoori Chicken, Rolls, Butter Chicken, Rumali Roti"
https://www.zomato.com/pune/subway-1-baner,"Subway
                                    ",Quick Bites,"Balewadi High Street, Baner",3.1,-305,3.2,"-5,227","Salad,Sandwich,Healthy Food,Fast Food,",Rs. 500,"Salad, Sandwich, Aloo Patty, Roasted Chicken"
https://www.zomato.com/pune/swig-1-baner,"Swig
                                    ","Bar,Casual Dining","Balewadi High Street, Baner",3.9,(204 Reviews),,,"Italian,Continental,Finger Food,","Rs. 1,700","Garlic Chicken Tikka, Ramen, Cocktails"
https://www.zomato.com/pune/la-pizzeria-baner,"La Pizzeria
                                    ","Casual Dining,Bar","Balewadi High Street, Baner",4.1,-639,3.9,-320,"Mexican,Italian,","Rs. 1,400","Pizza, Pasta, Loaded Nachos, Risotto, Coffee, Spaghetti, Hot Chocolate"
https://www.zomato.com/pune/apache-high-street-baner,"Apache High Street
                                    ","Bar,Pub","Balewadi High Street, Baner",4.3,"(3,665 Reviews)",,,"Salad,Continental,Finger Food,","Rs. 1,100","Beer, Nachos, Cocktails, Pasta, Long Island Iced Tea, Buffalo Wings, Chicken Shashlik"
https://www.zomato.com/pune/terttulia-bistro-baner,"Terttulia Bistro
                                    ","Casual Dining,Bar","Balewadi High Street, Baner",4.2,-890,3.9,-507,"Asian,Continental,Salad,Fast Food,Finger Food,European,","Rs. 1,700","Pizza, Cocktails, Sangria, Karari Roti, Pasta, Salad, Nachos"
https://www.zomato.com/pune/effingut-2-baner,"Effingut
                                    ",Pub,Baner,4.7,"-2,894",4.5,-649,"Asian,Italian,Mughlai,North Indian,Continental,","Rs. 2,000","Apple Cider, Craft Beer, Nachos, Cocktails, Buffalo Wings, Hefeweizen, Brownie Chocolate"
https://www.zomato.com/pune/the-k-factory-baner,"The K Factory
                                    ","Casual Dining,Lounge",Baner,4.6,"-3,742",3.9,-252,"Beverages,Biryani,Charcoal Chicken,Salad,Desserts,North Indian,Italian,Continental,","Rs. 2,000","Pasta, Salad, Cheesecake, Cocktails, Pizza, Peri Peri Chicken, Caramel Panna Cotta"
https://www.zomato.com/pune/mr-rabbits-bar-burrow-baner,"Mr Rabbit's Bar & Burrow
                                    ","Bar,Casual Dining",Baner,4.5,(633 Reviews),,,"South Indian,European,Continental,Finger Food,","Rs. 1,800","Cocktails, Tiramisu, Ravioli, Beer, Murgh Ghee Roast, Pizza, Brownie"
https://www.zomato.com/pune/urbo-baner,"Urbo
                                    ","Lounge,Casual Dining",Baner,4.2,(952 Reviews),,,"North Indian,Continental,","Rs. 1,700","Pizza, Cocktails, Mocktails, Brownie, Paneer Tikka, Chole Kulche, Salad"
https://www.zomato.com/pune/the-urban-foundry-baner,"The Urban Foundry
                                    ","Bar,Casual Dining",Baner,4.6,"(3,912 Reviews)",,,"Fast Food,Asian,North Indian,Bar Food,","Rs. 1,600","Cocktails, Pizza, Beer, Soya Chaap, Mocktails, Thai Chicken, Biryani"
https://www.zomato.com/pune/cream-centre-baner,"Cream Centre
                                    ",Casual Dining,Baner,3.8,-462,3.4,-240,"Street Food,Mexican,Italian,North Indian,","Rs. 1,600","Nachos, Pav Bhaji, Biryani, Brownie, Ragda Patty, Pasta, Chole Bhature"
https://www.zomato.com/pune/azzurro-baner,"Azzurro
                                    ","Pub,Casual Dining",Baner,4,"(1,082 Reviews)",,,"Mughlai,North Indian,Asian,Continental,","Rs. 1,600","Cocktails, Mocktails, Pasta, Salsa, Chicken Tikka, Chicken Wings, Pizza"
https://www.zomato.com/pune/manali-family-resto-bar-baner,"Manali-Family Resto Bar
                                    ","Casual Dining,Bar",Baner,4.1,-653,4.1,-193,"Sandwich,Italian,Seafood,Chinese,Mughlai,North Indian,","Rs. 1,600","Paan Shot, Peri Peri Chicken, Paneer Lababdar, Noodle, Spring Roll, Mocktails, Masala Papad"
https://www.zomato.com/pune/the-break-room-baner,"The Break Room
                                    ",Bar,Baner,4.1,-634,3.3,-393,"Chinese,North Indian,Continental,Bar Food,","Rs. 1,600","Cocktails, Mocktails, Paneer Khurchan, Cheese Garlic Naan, Salad, Chips, Pasta Alfredo"
https://www.zomato.com/pune/elephant-co-baner,"Elephant & Co.
                                    ",Microbrewery,Baner,4.3,-471,4.1,-238,"Salad,Continental,Finger Food,","Rs. 1,500","Cocktails, Popcorn, Sangria, Beer, Mushroom Crepe, Pasta, Mocktails"
https://www.zomato.com/pune/bantoos-baner,"Bantoos
                                    ",Casual Dining,Baner,4.1,(119 Reviews),,,"Continental,Mexican,North Indian,Asian,Italian,","Rs. 1,500",
https://www.zomato.com/pune/ice-n-fire-skylounge-baner,"Ice N Fire SkyLounge
                                    ",Casual Dining,Baner,4.2,(390 Reviews),,,"Fast Food,Chinese,Mughlai,North Indian,","Rs. 1,500","Cocktails, Mocktails, Thin Crust Pizza, Pasta, Fish, Gulab Jamun, Bloody Mary"
https://www.zomato.com/pune/ttf-the-tenth-floor-baner,"TTF - The Tenth Floor
                                    ","Bar,Casual Dining",Baner,4.4,(708 Reviews),,,"Finger Food,Continental,North Indian,","Rs. 1,500",
https://www.zomato.com/pune/wynkk-baner,"WYNKK
                                    ","Bar,Casual Dining",Baner,4,(146 Reviews),,,"Asian,Mughlai,North Indian,Bar Food,","Rs. 1,400",
https://www.zomato.com/pune/filament-bar-baner,"Filament Bar
                                    ","Bar,Casual Dining",Baner,4.2,"(1,531 Reviews)",,,"Seafood,Mughlai,Bar Food,Asian,North Indian,Italian,Continental,","Rs. 1,400","Nachos, Cocktails, Peri Peri Chicken, Pizza, Pasta, French Fries, Beer"
https://www.zomato.com/pune/linkin-barrel-baner,"Linkin Barrel
                                    ",Bar,Baner,4.4,"(1,219 Reviews)",,,"North Indian,Italian,Modern Indian,Continental,","Rs. 1,300","Cocktails, Pizza, Nachos, Mocktails, Long Island Iced Tea, Pasta, Mojito"
https://www.zomato.com/pune/bhairavee-pure-veg-restaurant-baner,"Bhairavee Pure Veg Restaurant
                                    ",Casual Dining,Baner,4.3,-948,3.9,"-1,947","Beverages,Desserts,Rolls,Biryani,Continental,Chinese,North Indian,","Rs. 1,300","Pasta, Naan, Brownie, Paneer Romanchak, Paratha, Paneer Lababdar, Tomato Soup"
https://www.zomato.com/pune/mr-vandal-baner,"Mr. Vandal
                                    ","Bar,Casual Dining",Baner,4,(542 Reviews),,,"North Indian,Italian,Bar Food,","Rs. 1,300","Fries, Pasta, Burgers, Cocktails, Nachos, Beer, Churros"
https://www.zomato.com/pune/son-of-a-gun-baner,"Son Of A Gun
                                    ",Bar,Baner,4,(314 Reviews),,,"Bar Food,North Indian,Mexican,Italian,","Rs. 1,300","Pasta, Chicken Tikka Pizza, Mocktails, Thin Crust Pizza, Cocktails, Jalapeno Poppers, Butter Chicken"
https://www.zomato.com/pune/hippie@heart-baner,"Hippie@Heart
                                    ","Bar,Casual Dining",Baner,3.9,(132 Reviews),,,"European,Finger Food,North Indian,Italian,Continental,","Rs. 1,300","Pizza, Pasta, Fritters, Chicken Popcorn"
https://www.zomato.com/pune/the-asian-box-resto-bar-baner,"The Asian Box Resto Bar
                                    ",Casual Dining,Baner,4.3,-465,4.1,-492,"Singaporean,Indonesian,Japanese,Thai,Malaysian,Chinese,","Rs. 1,300","Khao Suey, Khau Suey, Noodle, Cocktails, Sushi, Chicken Kung Pao, Dumplings"
https://www.zomato.com/pune/blue-parrot-1-baner,"Blue Parrot
                                    ","Casual Dining,Bar",Baner,3.7,(90 Reviews),,,"Mexican,Italian,Chinese,North Indian,","Rs. 1,300",Cocktails
https://www.zomato.com/pune/tub-the-unlimited-bar-baner,"TUB - The Unlimited Bar
                                    ","Casual Dining,Bar",Baner,4.1,(339 Reviews),,,"Burger,Italian,Salad,Asian,Continental,North Indian,","Rs. 1,300","Fries, Beer, Masala Peanuts, Biryani, Pasta, Long Island Iced Tea, Keema Pav"
https://www.zomato.com/pune/shreshta-baner,"Shreshta
                                    ","Casual Dining,Bar",Baner,3.6,(22 Reviews),,,"Seafood,Mughlai,Chinese,North Indian,","Rs. 1,300",
https://www.zomato.com/pune/nirvana-baner,"Nirvana
                                    ","Casual Dining,Bar",Baner,3.9,-178,3.9,-103,"Biryani,Mughlai,Continental,Asian,North Indian,","Rs. 1,300","Paneer Satay, Thali, Tandoori Chicken, Tawa Chicken, Spring Roll, Paneer Tikka Masala, Thread Paneer"
https://www.zomato.com/pune/tea-villa-cafe-baner,"Tea Villa Cafe
                                    ",Café,Baner,4.2,-908,3.9,-326,"Desserts,Mediterranean,Continental,Cafe,","Rs. 1,200","Tea, Waffles, Coffee, Pizza, Pasta, Maggi, Fries"
https://www.zomato.com/pune/tea-villa-cafe-baner,"Tea Villa Cafe
                                    ",Café,Baner,4.2,-908,3.9,-326,"Desserts,Mediterranean,Continental,Cafe,","Rs. 1,200","Tea, Waffles, Coffee, Pizza, Pasta, Maggi, Fries"
https://www.zomato.com/pune/7-seas-wine-n-dine-baner,"7 Seas Wine n Dine
                                    ",Casual Dining,Baner,4.1,-848,4,"-2,990","Mangalorean,Seafood,Chinese,North Indian,","Rs. 1,200","Sea Food, Fish, Biryani, Manchow Soup, Crispy Chicken, Prawn, Naan"
https://www.zomato.com/pune/orion-botanical-rooftop-and-bar-baner,"Orion Botanical Rooftop And Bar
                                    ","Casual Dining,Bar",Baner,3.3,(106 Reviews),,,"Italian,Asian,Kebab,Continental,North Indian,","Rs. 1,200",
https://www.zomato.com/pune/spice-court-baner,"Spice Court
                                    ",Casual Dining,Baner,3.9,(27 Reviews),,,"Continental,Chinese,South Indian,North Indian,","Rs. 1,200","Cocktails, Mocktails, Dal Makhani"
https://www.zomato.com/pune/the-stats-rooftop-sports-lounge-baner,"The Stats Rooftop Sports Lounge
                                    ",Lounge,Baner,,,,,"Chinese,North Indian,","Rs. 1,200",
https://www.zomato.com/pune/maratha-samrat-baner,"Maratha Samrat
                                    ",Casual Dining,Baner,4.4,"-1,072",4.2,"-2,684","Maharashtrian,","Rs. 1,100","Chicken Thali, Mutton Thali, Pandhra Rassa, Non Veg Thali, Biryani, Mutton Fry, Fish"
https://www.zomato.com/pune/five-fat-monks-baner,"Five Fat Monks
                                    ",Casual Dining,Baner,4.1,-669,3.9,-877,"Asian,","Rs. 1,000","Noodle, Dumplings, Spring Roll, Momos, Kung Pao Chicken, Vegetable Dimsums, Brownie"
https://www.zomato.com/pune/farmaaish-baner,"Farmaaish
                                    ",Casual Dining,Baner,4.1,-713,4,"-2,879","Mughlai,Kebab,North Indian,Biryani,","Rs. 1,000","Paan Shot, Tikka, Tandoori Chicken, Vegetable Biryani, Lemon Coriander Soup, Butter Naan, Roti"
https://www.zomato.com/pune/genuine-broaster-chicken-1-baner,"Genuine Broaster Chicken
                                    ",Casual Dining,Baner,4,-666,3.8,-366,"Chinese,North Indian,Fast Food,Italian,BBQ,Bar Food,","Rs. 1,000","Burgers, Chicken Fries, Happy Chicken, Chicken Wings, Nachos, Masala Peanuts, Chocolate Samosa"
https://www.zomato.com/pune/heaven-baner,"Heaven
                                    ",Casual Dining,Baner,,,,,"Continental,Italian,Chinese,North Indian,","Rs. 1,000",
https://www.zomato.com/pune/kfc-baner,"KFC
                                    ",Quick Bites,Baner,2.5,-909,3.4,(13.3K),"Beverages,Finger Food,Fast Food,Burger,",Rs. 450,"Burgers, Chicken Popcorn, Hot Wings, Chicken Fries, Veg Zinger, Chicken Zinger Burger, Rice Bowl"
https://www.zomato.com/pune/dominos-pizza-baner,"Domino's Pizza
                                    ",Quick Bites,Baner,2.8,-469,3.9,"-5,598","Italian,Pizza,",Rs. 400,"Calzone, Bbq Pizza, Garlic Bread, Thin Crust Pizza, Chocolava, Cheese Burst Pizza, Cheese Burst Crust"
https://www.zomato.com/pune/dominos-pizza-1-baner,"Domino's Pizza
                                    ",Quick Bites,Baner,2.8,-417,3.6,"-6,519","Italian,Pizza,",Rs. 400,"Paneer Pizza, Peppy Paneer, Supreme Pizza, Cheese Burst Pizza, Garlic Bread, Chocolava Cake"
https://www.zomato.com/pune/7th-heaven-baner,"7th Heaven
                                    ",Bakery,Baner,4.3,-484,4,"-2,331","Desserts,Bakery,",Rs. 400,"Belgium Chocolate Cake, Chocolava Cake, Cream Cake, Cheesecake, Chocolate Pastry, Chocolate Truffle Cake, Lava Cake"
https://www.zomato.com/pune/biryani-by-kilo-baner,"Biryani By Kilo
                                    ",,Baner,3.8,(342 Reviews),,,"Hyderabadi,Kebab,Mughlai,Biryani,",Rs. 700,"Firni, Hyderabadi Biryani"
https://www.zomato.com/pune/aromas-biryani-house-baner,"Aromas Biryani House
                                    ",,Baner,3.1,(438 Reviews),,,"Chinese,Kebab,North Indian,Biryani,",Rs. 500,
https://www.zomato.com/pune/kgn-xprs-baner,"KGN Xprs
                                    ",Quick Bites,Baner,3.8,(242 Reviews),,,"Mughlai,Chinese,",Rs. 450,"Tandoori Chicken, Chicken Dum Biryani"
https://www.zomato.com/pune/behrouz-biryani-baner,"Behrouz Biryani
                                    ",,Baner,4.1,"(5,542 Reviews)",,,"Mughlai,North Indian,Biryani,",Rs. 700,"Gulab Jamun, Vegetable Biryani, Mutton Biryani, Mint Raita, Paneer Subz Biryani, Dum Ghost Biryani, Gosht Dum Biryani"
https://www.zomato.com/pune/pizza-hut-1-baner,"Pizza Hut
                                    ",Casual Dining,Baner,2.7,-13,3.5,-121,"American,Finger Food,Fast Food,Pizza,",Rs. 600,
https://www.zomato.com/pune/pizza-hut-baner,"Pizza Hut
                                    ",Casual Dining,Baner,2.8,-128,3.2,"-2,519","American,Finger Food,Fast Food,Pizza,",Rs. 600,Chicken Supreme Pizza
